"matrix..0.1.","matrix..1.2.","matrix..2.3.","matrix..3.4.","matrix..4.5.","matrix..5.6.","matrix..6.7.","matrix..7.8.","matrix..8.9.","matrix..9.10.","matrix..10.11.","matrix..11.12.","matrix..12.13.","matrix..13.14.","matrix..14.15.","matrix..15.16.","matrix..16.17.","matrix..17.18.","matrix..18.19.","matrix..19.20.","matrix..20.21.","matrix..21.22.","matrix..22.23.","matrix..23.24.","matrix..24.25.","matrix..25.26.","matrix..26.27.","matrix..27.28.","matrix..28.29.","matrix..29.30.","matrix..30.31.","matrix..31.32.","matrix..32.33.","matrix..33.34.","matrix..34.35.","matrix..35.36.","matrix..36.37.","matrix..37.38.","matrix..38.39.","matrix..39.40.","matrix..40.41.","matrix..41.42.","matrix..42.43.","matrix..43.44.","matrix..44.45.","matrix..45.46.","matrix..46.47.","matrix..47.48.","matrix..48.49.","matrix..49.50.","matrix..50.51.","matrix..51.52.","matrix..52.53.","matrix..53.54.","matrix..54.55.","matrix..55.56.","matrix..56.57.","matrix..57.58.","matrix..58.59.","matrix..59.60.","matrix..60.61.","matrix..61.62.","matrix..62.63.","matrix..63.64.","matrix..64.65.","matrix..65.66.","matrix..66.67.","matrix..67.68.","matrix..68.69.","matrix..69.70.","matrix..70.71.","matrix..71.72.","matrix..72.73.","matrix..73.74.","matrix..74.75.","matrix..75.76.","matrix..76.77.","matrix..77.78.","matrix..78.79.","matrix..79.80.","matrix..80.81.","matrix..81.82.","matrix..82.83.","matrix..83.84.","matrix..84.85.","matrix..85.86.","matrix..86.87.","matrix..87.88.","matrix..88.89.","matrix..89.90.","matrix.90.","participants.age.group","participants.participants","participants.proportion"
0.333333333333333,0.182795698924731,0.247311827956989,0.225806451612903,0.172043010752688,0.139784946236559,0.118279569892473,0.118279569892473,0.0752688172043011,0.0860215053763441,0.161290322580645,0.0537634408602151,0.0645161290322581,0.032258064516129,0.0752688172043011,0.129032258064516,0.0537634408602151,0.0752688172043011,0.0645161290322581,0.043010752688172,0.10752688172043,0.0967741935483871,0.0967741935483871,0.0752688172043011,0.0645161290322581,0.150537634408602,0.139784946236559,0.225806451612903,0.193548387096774,0.150537634408602,0.419354838709677,0.21505376344086,0.473118279569892,0.161290322580645,0.139784946236559,0.21505376344086,0.193548387096774,0.354838709677419,0.0860215053763441,0.0537634408602151,0.139784946236559,0.032258064516129,0.301075268817204,0.032258064516129,0.043010752688172,0.0860215053763441,0.0860215053763441,0.0967741935483871,0.032258064516129,0.010752688172043,0.118279569892473,0.0860215053763441,0.150537634408602,0.043010752688172,0.0645161290322581,0.161290322580645,0.032258064516129,0.118279569892473,0.032258064516129,0.0645161290322581,0.172043010752688,0.010752688172043,0.129032258064516,0.043010752688172,0.021505376344086,0.118279569892473,0.0537634408602151,0.043010752688172,0.032258064516129,0.010752688172043,0.0645161290322581,0.010752688172043,0,0,0,0.021505376344086,0.010752688172043,0.010752688172043,0,0,0.010752688172043,0,0,0.010752688172043,0,0,0.010752688172043,0,0,0,0.010752688172043,"[0,1)",93,0.0129202556265629
0.0916666666666667,0.508333333333333,0.266666666666667,0.341666666666667,0.15,0.158333333333333,0.233333333333333,0.0833333333333333,0.0583333333333333,0.0916666666666667,0.0583333333333333,0.05,0.183333333333333,0.05,0.108333333333333,0.0333333333333333,0.0833333333333333,0.0666666666666667,0.0666666666666667,0.0583333333333333,0.116666666666667,0.108333333333333,0.183333333333333,0.1,0.141666666666667,0.158333333333333,0.258333333333333,0.358333333333333,0.175,0.166666666666667,0.233333333333333,0.175,0.35,0.175,0.158333333333333,0.3,0.208333333333333,0.291666666666667,0.116666666666667,0.05,0.158333333333333,0.0833333333333333,0.175,0.075,0.075,0.1,0.0583333333333333,0.141666666666667,0.0583333333333333,0.0583333333333333,0.108333333333333,0.05,0.0916666666666667,0.0583333333333333,0.1,0.166666666666667,0.075,0.116666666666667,0.0416666666666667,0.05,0.0583333333333333,0.0583333333333333,0.0833333333333333,0.0916666666666667,0.025,0.0666666666666667,0.025,0.0416666666666667,0.0166666666666667,0.00833333333333333,0.00833333333333333,0.025,0.0833333333333333,0.0333333333333333,0.05,0.0583333333333333,0.025,0.00833333333333333,0.00833333333333333,0.00833333333333333,0,0,0,0.00833333333333333,0.0166666666666667,0.00833333333333333,0,0,0.00833333333333333,0,0,"[1,2)",120,0.0166712975826619
0.0629370629370629,0.27972027972028,0.629370629370629,1.05594405594406,0.559440559440559,0.202797202797203,0.167832167832168,0.0909090909090909,0.048951048951049,0.104895104895105,0.104895104895105,0.0769230769230769,0.0909090909090909,0.048951048951049,0.041958041958042,0.0629370629370629,0.048951048951049,0.0629370629370629,0.0909090909090909,0.0979020979020979,0.048951048951049,0.048951048951049,0.216783216783217,0.104895104895105,0.118881118881119,0.146853146853147,0.0839160839160839,0.27972027972028,0.0699300699300699,0.146853146853147,0.251748251748252,0.111888111888112,0.41958041958042,0.153846153846154,0.132867132867133,0.328671328671329,0.0769230769230769,0.293706293706294,0.153846153846154,0.118881118881119,0.202797202797203,0.0629370629370629,0.230769230769231,0.0769230769230769,0.027972027972028,0.13986013986014,0.0909090909090909,0.153846153846154,0.020979020979021,0.0769230769230769,0.118881118881119,0.0629370629370629,0.223776223776224,0.0559440559440559,0.0629370629370629,0.0769230769230769,0.0559440559440559,0.0839160839160839,0.0559440559440559,0.041958041958042,0.041958041958042,0.048951048951049,0.0839160839160839,0.020979020979021,0.013986013986014,0.0909090909090909,0.034965034965035,0.0559440559440559,0.020979020979021,0.013986013986014,0.041958041958042,0.013986013986014,0.0559440559440559,0.020979020979021,0.041958041958042,0.048951048951049,0.013986013986014,0.013986013986014,0.034965034965035,0,0.00699300699300699,0.00699300699300699,0.00699300699300699,0,0,0.00699300699300699,0.00699300699300699,0,0,0,0,"[2,3)",143,0.0198666296193387
0.0675675675675676,0.331081081081081,0.662162162162162,1.59459459459459,0.655405405405405,0.331081081081081,0.304054054054054,0.222972972972973,0.101351351351351,0.27027027027027,0.175675675675676,0.0608108108108108,0.0878378378378378,0.128378378378378,0.101351351351351,0.0337837837837838,0.0337837837837838,0.0608108108108108,0.0472972972972973,0,0.0405405405405405,0.0405405405405405,0.101351351351351,0.027027027027027,0.0675675675675676,0.162162162162162,0.0675675675675676,0.209459459459459,0.148648648648649,0.141891891891892,0.236486486486486,0.0878378378378378,0.486486486486487,0.121621621621622,0.209459459459459,0.331081081081081,0.182432432432432,0.344594594594595,0.108108108108108,0.101351351351351,0.236486486486486,0.0472972972972973,0.243243243243243,0.0743243243243243,0.0472972972972973,0.135135135135135,0.0540540540540541,0.162162162162162,0.0472972972972973,0.0337837837837838,0.162162162162162,0.027027027027027,0.114864864864865,0.0472972972972973,0.0337837837837838,0.155405405405405,0.0675675675675676,0.0945945945945946,0.0675675675675676,0.0472972972972973,0.135135135135135,0.027027027027027,0.0878378378378378,0.0405405405405405,0.0472972972972973,0.0945945945945946,0.0472972972972973,0.101351351351351,0.00675675675675676,0.0405405405405405,0.0608108108108108,0.0135135135135135,0.027027027027027,0.0202702702702703,0.027027027027027,0.0540540540540541,0.0202702702702703,0.0202702702702703,0.0135135135135135,0.00675675675675676,0.00675675675675676,0,0.00675675675675676,0.0202702702702703,0.00675675675675676,0.0135135135135135,0,0.00675675675675676,0.00675675675675676,0,0.00675675675675676,"[3,4)",148,0.0205612670186163
0.08,0.0866666666666667,0.193333333333333,0.566666666666667,1.28666666666667,1.08666666666667,0.34,0.226666666666667,0.26,0.213333333333333,0.12,0.113333333333333,0.14,0.0466666666666667,0.113333333333333,0.0533333333333333,0.0466666666666667,0.0533333333333333,0.0333333333333333,0.0466666666666667,0.00666666666666667,0.02,0.0666666666666667,0.0333333333333333,0.0533333333333333,0.146666666666667,0.113333333333333,0.26,0.0933333333333333,0.16,0.186666666666667,0.173333333333333,0.306666666666667,0.206666666666667,0.233333333333333,0.34,0.166666666666667,0.273333333333333,0.22,0.133333333333333,0.233333333333333,0.12,0.3,0.0666666666666667,0.06,0.16,0.0466666666666667,0.1,0.0533333333333333,0.06,0.126666666666667,0.0733333333333333,0.113333333333333,0.0333333333333333,0.0266666666666667,0.133333333333333,0.0666666666666667,0.0733333333333333,0.06,0.06,0.133333333333333,0.0266666666666667,0.146666666666667,0.0533333333333333,0.0666666666666667,0.0733333333333333,0.0666666666666667,0.08,0.0133333333333333,0.0133333333333333,0.0266666666666667,0.02,0.02,0.02,0.0266666666666667,0.04,0.0266666666666667,0.0266666666666667,0.0333333333333333,0.00666666666666667,0.00666666666666667,0,0.00666666666666667,0.00666666666666667,0.0133333333333333,0,0,0,0,0,0.0133333333333333,"[4,5)",150,0.0208391219783273
0.0397350993377483,0.19205298013245,0.19205298013245,0.317880794701987,0.788079470198676,2.29801324503311,1.00662251655629,0.403973509933775,0.271523178807947,0.218543046357616,0.145695364238411,0.119205298013245,0.0860927152317881,0.0463576158940397,0.0529801324503311,0.0397350993377483,0.0529801324503311,0.0794701986754967,0.0529801324503311,0.158940397350993,0.0198675496688742,0.0397350993377483,0.112582781456954,0.0794701986754967,0.0794701986754967,0.112582781456954,0.132450331125828,0.337748344370861,0.205298013245033,0.139072847682119,0.245033112582781,0.165562913907285,0.47682119205298,0.132450331125828,0.198675496688742,0.231788079470199,0.172185430463576,0.390728476821192,0.158940397350993,0.0927152317880795,0.172185430463576,0.125827814569536,0.324503311258278,0.0860927152317881,0.0728476821192053,0.218543046357616,0.033112582781457,0.0927152317880795,0.0596026490066225,0.0662251655629139,0.0993377483443709,0.0264900662251656,0.145695364238411,0.0397350993377483,0.0529801324503311,0.105960264900662,0.0463576158940397,0.139072847682119,0.0662251655629139,0.0529801324503311,0.119205298013245,0.0529801324503311,0.0596026490066225,0.0397350993377483,0.0264900662251656,0.0794701986754967,0.0198675496688742,0.0397350993377483,0.033112582781457,0.0264900662251656,0.0264900662251656,0.0132450331125828,0.0198675496688742,0.0264900662251656,0.00662251655629139,0.033112582781457,0.00662251655629139,0.00662251655629139,0.0198675496688742,0.00662251655629139,0,0,0.033112582781457,0,0.0132450331125828,0.0132450331125828,0.00662251655629139,0,0,0.00662251655629139,0,"[5,6)",151,0.0209780494581828
0.0289855072463768,0.115942028985507,0.181159420289855,0.340579710144928,0.41304347826087,0.992753623188406,2.92753623188406,1.38405797101449,0.478260869565217,0.391304347826087,0.202898550724638,0.159420289855072,0.188405797101449,0.0652173913043478,0.0797101449275362,0.108695652173913,0.0289855072463768,0.0217391304347826,0.0217391304347826,0.036231884057971,0.0144927536231884,0.0289855072463768,0.115942028985507,0.0217391304347826,0.0507246376811594,0.152173913043478,0.0434782608695652,0.246376811594203,0.123188405797101,0.072463768115942,0.340579710144928,0.173913043478261,0.326086956521739,0.195652173913043,0.166666666666667,0.311594202898551,0.22463768115942,0.384057971014493,0.173913043478261,0.144927536231884,0.405797101449275,0.108695652173913,0.36231884057971,0.0869565217391304,0.0869565217391304,0.159420289855072,0.036231884057971,0.195652173913043,0.036231884057971,0.0289855072463768,0.115942028985507,0.0072463768115942,0.202898550724638,0.0217391304347826,0.0144927536231884,0.108695652173913,0.0507246376811594,0.123188405797101,0.0289855072463768,0.0434782608695652,0.0579710144927536,0.0217391304347826,0.166666666666667,0.0217391304347826,0.0434782608695652,0.072463768115942,0.036231884057971,0.0217391304347826,0.0289855072463768,0.0507246376811594,0.0579710144927536,0.0217391304347826,0.0289855072463768,0.0217391304347826,0.0289855072463768,0.0144927536231884,0,0.0217391304347826,0.0144927536231884,0.0072463768115942,0.0144927536231884,0,0.0144927536231884,0.0072463768115942,0,0,0,0,0,0,0,"[6,7)",138,0.0191719922200611
0.037037037037037,0.0518518518518519,0.0962962962962963,0.125925925925926,0.22962962962963,0.37037037037037,0.6,3.6962962962963,1.16296296296296,0.437037037037037,0.355555555555556,0.274074074074074,0.288888888888889,0.162962962962963,0.0814814814814815,0.0888888888888889,0.037037037037037,0.0814814814814815,0.118518518518519,0.0148148148148148,0.0296296296296296,0.0222222222222222,0.118518518518519,0.0296296296296296,0.037037037037037,0.111111111111111,0.0888888888888889,0.118518518518519,0.0518518518518519,0.0518518518518519,0.222222222222222,0.111111111111111,0.333333333333333,0.140740740740741,0.0888888888888889,0.274074074074074,0.148148148148148,0.362962962962963,0.192592592592593,0.140740740740741,0.274074074074074,0.17037037037037,0.37037037037037,0.148148148148148,0.118518518518519,0.222222222222222,0.037037037037037,0.155555555555556,0.0666666666666667,0.0444444444444444,0.118518518518519,0.0592592592592593,0.0962962962962963,0.0222222222222222,0.0296296296296296,0.0962962962962963,0.0444444444444444,0.0592592592592593,0.0740740740740741,0.00740740740740741,0.0814814814814815,0.0296296296296296,0.0814814814814815,0.0222222222222222,0.037037037037037,0.0592592592592593,0.0222222222222222,0.0962962962962963,0.0148148148148148,0.0148148148148148,0.0592592592592593,0.0296296296296296,0.037037037037037,0.0296296296296296,0.0148148148148148,0.0888888888888889,0.0444444444444444,0.0148148148148148,0.0222222222222222,0,0.00740740740740741,0,0.00740740740740741,0.00740740740740741,0,0.00740740740740741,0.0148148148148148,0.00740740740740741,0,0,0,"[7,8)",135,0.0187552097804946
0.0143884892086331,0.0719424460431655,0.0359712230215827,0.100719424460432,0.136690647482014,0.172661870503597,0.338129496402878,0.877697841726619,4.83453237410072,1.92086330935252,0.884892086330935,0.510791366906475,0.446043165467626,0.215827338129496,0.100719424460432,0.0863309352517986,0.136690647482014,0.0431654676258993,0.0647482014388489,0.100719424460432,0.0503597122302158,0.0575539568345324,0.0863309352517986,0.0287769784172662,0.0503597122302158,0.129496402877698,0.0503597122302158,0.172661870503597,0.100719424460432,0.115107913669065,0.244604316546763,0.0863309352517986,0.323741007194245,0.0719424460431655,0.107913669064748,0.309352517985612,0.165467625899281,0.237410071942446,0.244604316546763,0.165467625899281,0.323741007194245,0.165467625899281,0.489208633093525,0.158273381294964,0.0863309352517986,0.151079136690647,0.107913669064748,0.194244604316547,0.0935251798561151,0.0503597122302158,0.20863309352518,0.0215827338129496,0.172661870503597,0.0503597122302158,0.0287769784172662,0.122302158273381,0.0287769784172662,0.0647482014388489,0.0215827338129496,0.0719424460431655,0.129496402877698,0.0287769784172662,0.0719424460431655,0.0287769784172662,0.0359712230215827,0.0431654676258993,0.0431654676258993,0.0503597122302158,0.0215827338129496,0.0287769784172662,0.0287769784172662,0.0359712230215827,0.0503597122302158,0,0.00719424460431655,0.0287769784172662,0.0287769784172662,0,0,0,0.0215827338129496,0,0.00719424460431655,0,0.0143884892086331,0.0143884892086331,0,0,0,0,0.00719424460431655,"[8,9)",139,0.0193109196999166
0.0210526315789474,0.0421052631578947,0.0526315789473684,0.0631578947368421,0.126315789473684,0.157894736842105,0.242105263157895,0.431578947368421,1.27368421052632,3.84210526315789,1.81052631578947,0.494736842105263,0.294736842105263,0.147368421052632,0.136842105263158,0.147368421052632,0.0842105263157895,0.0526315789473684,0.0631578947368421,0.0105263157894737,0.0631578947368421,0.0631578947368421,0.157894736842105,0.0526315789473684,0.0526315789473684,0.105263157894737,0.0315789473684211,0.263157894736842,0.0947368421052632,0.0631578947368421,0.126315789473684,0.0526315789473684,0.326315789473684,0.126315789473684,0.115789473684211,0.294736842105263,0.168421052631579,0.4,0.178947368421053,0.273684210526316,0.4,0.157894736842105,0.336842105263158,0.147368421052632,0.126315789473684,0.273684210526316,0.0526315789473684,0.157894736842105,0.105263157894737,0.0210526315789474,0.0947368421052632,0.0315789473684211,0.263157894736842,0.0736842105263158,0.0526315789473684,0.0736842105263158,0.0210526315789474,0.0631578947368421,0.0631578947368421,0.0105263157894737,0.105263157894737,0.0315789473684211,0.0631578947368421,0.0315789473684211,0.0315789473684211,0.0526315789473684,0.0526315789473684,0.0631578947368421,0.0210526315789474,0.0105263157894737,0.0421052631578947,0.0210526315789474,0.0526315789473684,0.0105263157894737,0.0526315789473684,0.0421052631578947,0.0315789473684211,0.0105263157894737,0.0210526315789474,0.0210526315789474,0.0105263157894737,0.0105263157894737,0.0210526315789474,0.0210526315789474,0.0105263157894737,0,0,0,0,0,0.0105263157894737,"[9,10)",95,0.013198110586274
