"Country","Country_Code","Year","Age","Percentage"
"Djibouti","DJI",2015,"0",1.078
"Djibouti","DJI",2015,"1",0.142
"Djibouti","DJI",2015,"2",0.129
"Djibouti","DJI",2015,"3",0.118
"Djibouti","DJI",2015,"4",0.106
"Djibouti","DJI",2015,"5",0.095
"Djibouti","DJI",2015,"6",0.084
"Djibouti","DJI",2015,"7",0.073
"Djibouti","DJI",2015,"8",0.063
"Djibouti","DJI",2015,"9",0.055
"Djibouti","DJI",2015,"10",0.049
"Djibouti","DJI",2015,"11",0.046
"Djibouti","DJI",2015,"12",0.044
"Djibouti","DJI",2015,"13",0.043
"Djibouti","DJI",2015,"14",0.044
"Djibouti","DJI",2015,"15",0.047
"Djibouti","DJI",2015,"16",0.051
"Djibouti","DJI",2015,"17",0.055
"Djibouti","DJI",2015,"18",0.059
"Djibouti","DJI",2015,"19",0.064
"Djibouti","DJI",2015,"20",0.068
"Djibouti","DJI",2015,"21",0.07
"Djibouti","DJI",2015,"22",0.071
"Djibouti","DJI",2015,"23",0.071
"Djibouti","DJI",2015,"24",0.07
"Djibouti","DJI",2015,"25",0.069
"Djibouti","DJI",2015,"26",0.068
"Djibouti","DJI",2015,"27",0.067
"Djibouti","DJI",2015,"28",0.067
"Djibouti","DJI",2015,"29",0.066
"Djibouti","DJI",2015,"30",0.066
"Djibouti","DJI",2015,"31",0.066
"Djibouti","DJI",2015,"32",0.066
"Djibouti","DJI",2015,"33",0.066
"Djibouti","DJI",2015,"34",0.066
"Djibouti","DJI",2015,"35",0.067
"Djibouti","DJI",2015,"36",0.068
"Djibouti","DJI",2015,"37",0.069
"Djibouti","DJI",2015,"38",0.07
"Djibouti","DJI",2015,"39",0.072
"Djibouti","DJI",2015,"40",0.074
"Djibouti","DJI",2015,"41",0.075
"Djibouti","DJI",2015,"42",0.075
"Djibouti","DJI",2015,"43",0.075
"Djibouti","DJI",2015,"44",0.074
"Djibouti","DJI",2015,"45",0.073
"Djibouti","DJI",2015,"46",0.072
"Djibouti","DJI",2015,"47",0.072
"Djibouti","DJI",2015,"48",0.072
"Djibouti","DJI",2015,"49",0.074
"Djibouti","DJI",2015,"50",0.075
"Djibouti","DJI",2015,"51",0.077
"Djibouti","DJI",2015,"52",0.078
"Djibouti","DJI",2015,"53",0.079
"Djibouti","DJI",2015,"54",0.078
"Djibouti","DJI",2015,"55",0.078
"Djibouti","DJI",2015,"56",0.078
"Djibouti","DJI",2015,"57",0.078
"Djibouti","DJI",2015,"58",0.079
"Djibouti","DJI",2015,"59",0.081
"Djibouti","DJI",2015,"60",0.083
"Djibouti","DJI",2015,"61",0.086
"Djibouti","DJI",2015,"62",0.089
"Djibouti","DJI",2015,"63",0.094
"Djibouti","DJI",2015,"64",0.1
"Djibouti","DJI",2015,"65",0.108
"Djibouti","DJI",2015,"66",0.114
"Djibouti","DJI",2015,"67",0.116
"Djibouti","DJI",2015,"68",0.118
"Djibouti","DJI",2015,"69",0.12
"Djibouti","DJI",2015,"70",0.121
"Djibouti","DJI",2015,"71",0.122
"Djibouti","DJI",2015,"72",0.123
"Djibouti","DJI",2015,"73",0.123
"Djibouti","DJI",2015,"74",0.122
"Djibouti","DJI",2015,"75",0.121
"Djibouti","DJI",2015,"76",0.119
"Djibouti","DJI",2015,"77",0.117
"Djibouti","DJI",2015,"78",0.113
"Djibouti","DJI",2015,"79",0.108
"Djibouti","DJI",2015,"80",0.103
"Djibouti","DJI",2015,"81",0.097
"Djibouti","DJI",2015,"82",0.091
"Djibouti","DJI",2015,"83",0.083
"Djibouti","DJI",2015,"84",0.074
"Djibouti","DJI",2015,"85",0.065
"Djibouti","DJI",2015,"86",0.056
"Djibouti","DJI",2015,"87",0.048
"Djibouti","DJI",2015,"88",0.039
"Djibouti","DJI",2015,"89",0.032
"Djibouti","DJI",2015,"90",0.026
"Djibouti","DJI",2015,"91",0.02
"Djibouti","DJI",2015,"92",0.015
"Djibouti","DJI",2015,"93",0.011
"Djibouti","DJI",2015,"94",0.008
"Djibouti","DJI",2015,"95",0.006
"Djibouti","DJI",2015,"96",0.004
"Djibouti","DJI",2015,"97",0.002
"Djibouti","DJI",2015,"98",0.002
"Djibouti","DJI",2015,"99",0.001
"Djibouti","DJI",2015,"100",0.001
"Djibouti","DJI",2016,"0",1.045
"Djibouti","DJI",2016,"1",0.136
"Djibouti","DJI",2016,"2",0.124
"Djibouti","DJI",2016,"3",0.112
"Djibouti","DJI",2016,"4",0.101
"Djibouti","DJI",2016,"5",0.091
"Djibouti","DJI",2016,"6",0.08
"Djibouti","DJI",2016,"7",0.069
"Djibouti","DJI",2016,"8",0.06
"Djibouti","DJI",2016,"9",0.053
"Djibouti","DJI",2016,"10",0.047
"Djibouti","DJI",2016,"11",0.043
"Djibouti","DJI",2016,"12",0.042
"Djibouti","DJI",2016,"13",0.042
"Djibouti","DJI",2016,"14",0.044
"Djibouti","DJI",2016,"15",0.047
"Djibouti","DJI",2016,"16",0.05
"Djibouti","DJI",2016,"17",0.054
"Djibouti","DJI",2016,"18",0.058
"Djibouti","DJI",2016,"19",0.062
"Djibouti","DJI",2016,"20",0.065
"Djibouti","DJI",2016,"21",0.068
"Djibouti","DJI",2016,"22",0.069
"Djibouti","DJI",2016,"23",0.069
"Djibouti","DJI",2016,"24",0.069
"Djibouti","DJI",2016,"25",0.068
"Djibouti","DJI",2016,"26",0.067
"Djibouti","DJI",2016,"27",0.066
"Djibouti","DJI",2016,"28",0.066
"Djibouti","DJI",2016,"29",0.065
"Djibouti","DJI",2016,"30",0.065
"Djibouti","DJI",2016,"31",0.065
"Djibouti","DJI",2016,"32",0.064
"Djibouti","DJI",2016,"33",0.064
"Djibouti","DJI",2016,"34",0.065
"Djibouti","DJI",2016,"35",0.065
"Djibouti","DJI",2016,"36",0.066
"Djibouti","DJI",2016,"37",0.067
"Djibouti","DJI",2016,"38",0.069
"Djibouti","DJI",2016,"39",0.071
"Djibouti","DJI",2016,"40",0.073
"Djibouti","DJI",2016,"41",0.074
"Djibouti","DJI",2016,"42",0.075
"Djibouti","DJI",2016,"43",0.075
"Djibouti","DJI",2016,"44",0.074
"Djibouti","DJI",2016,"45",0.073
"Djibouti","DJI",2016,"46",0.073
"Djibouti","DJI",2016,"47",0.073
"Djibouti","DJI",2016,"48",0.073
"Djibouti","DJI",2016,"49",0.075
"Djibouti","DJI",2016,"50",0.077
"Djibouti","DJI",2016,"51",0.079
"Djibouti","DJI",2016,"52",0.08
"Djibouti","DJI",2016,"53",0.081
"Djibouti","DJI",2016,"54",0.08
"Djibouti","DJI",2016,"55",0.08
"Djibouti","DJI",2016,"56",0.079
"Djibouti","DJI",2016,"57",0.08
"Djibouti","DJI",2016,"58",0.081
"Djibouti","DJI",2016,"59",0.082
"Djibouti","DJI",2016,"60",0.085
"Djibouti","DJI",2016,"61",0.088
"Djibouti","DJI",2016,"62",0.091
"Djibouti","DJI",2016,"63",0.094
"Djibouti","DJI",2016,"64",0.099
"Djibouti","DJI",2016,"65",0.105
"Djibouti","DJI",2016,"66",0.113
"Djibouti","DJI",2016,"67",0.119
"Djibouti","DJI",2016,"68",0.122
"Djibouti","DJI",2016,"69",0.123
"Djibouti","DJI",2016,"70",0.125
"Djibouti","DJI",2016,"71",0.126
"Djibouti","DJI",2016,"72",0.126
"Djibouti","DJI",2016,"73",0.127
"Djibouti","DJI",2016,"74",0.126
"Djibouti","DJI",2016,"75",0.124
"Djibouti","DJI",2016,"76",0.122
"Djibouti","DJI",2016,"77",0.12
"Djibouti","DJI",2016,"78",0.117
"Djibouti","DJI",2016,"79",0.112
"Djibouti","DJI",2016,"80",0.106
"Djibouti","DJI",2016,"81",0.1
"Djibouti","DJI",2016,"82",0.094
"Djibouti","DJI",2016,"83",0.086
"Djibouti","DJI",2016,"84",0.077
"Djibouti","DJI",2016,"85",0.068
"Djibouti","DJI",2016,"86",0.059
"Djibouti","DJI",2016,"87",0.05
"Djibouti","DJI",2016,"88",0.042
"Djibouti","DJI",2016,"89",0.034
"Djibouti","DJI",2016,"90",0.027
"Djibouti","DJI",2016,"91",0.021
"Djibouti","DJI",2016,"92",0.016
"Djibouti","DJI",2016,"93",0.012
"Djibouti","DJI",2016,"94",0.008
"Djibouti","DJI",2016,"95",0.006
"Djibouti","DJI",2016,"96",0.004
"Djibouti","DJI",2016,"97",0.003
"Djibouti","DJI",2016,"98",0.002
"Djibouti","DJI",2016,"99",0.001
"Djibouti","DJI",2016,"100",0.001
"Djibouti","DJI",2017,"0",1.017
"Djibouti","DJI",2017,"1",0.129
"Djibouti","DJI",2017,"2",0.118
"Djibouti","DJI",2017,"3",0.107
"Djibouti","DJI",2017,"4",0.097
"Djibouti","DJI",2017,"5",0.087
"Djibouti","DJI",2017,"6",0.077
"Djibouti","DJI",2017,"7",0.067
"Djibouti","DJI",2017,"8",0.058
"Djibouti","DJI",2017,"9",0.05
"Djibouti","DJI",2017,"10",0.045
"Djibouti","DJI",2017,"11",0.042
"Djibouti","DJI",2017,"12",0.04
"Djibouti","DJI",2017,"13",0.041
"Djibouti","DJI",2017,"14",0.043
"Djibouti","DJI",2017,"15",0.047
"Djibouti","DJI",2017,"16",0.051
"Djibouti","DJI",2017,"17",0.055
"Djibouti","DJI",2017,"18",0.059
"Djibouti","DJI",2017,"19",0.062
"Djibouti","DJI",2017,"20",0.064
"Djibouti","DJI",2017,"21",0.067
"Djibouti","DJI",2017,"22",0.068
"Djibouti","DJI",2017,"23",0.069
"Djibouti","DJI",2017,"24",0.068
"Djibouti","DJI",2017,"25",0.068
"Djibouti","DJI",2017,"26",0.067
"Djibouti","DJI",2017,"27",0.066
"Djibouti","DJI",2017,"28",0.066
"Djibouti","DJI",2017,"29",0.065
"Djibouti","DJI",2017,"30",0.065
"Djibouti","DJI",2017,"31",0.064
"Djibouti","DJI",2017,"32",0.064
"Djibouti","DJI",2017,"33",0.064
"Djibouti","DJI",2017,"34",0.064
"Djibouti","DJI",2017,"35",0.064
"Djibouti","DJI",2017,"36",0.065
"Djibouti","DJI",2017,"37",0.066
"Djibouti","DJI",2017,"38",0.068
"Djibouti","DJI",2017,"39",0.071
"Djibouti","DJI",2017,"40",0.073
"Djibouti","DJI",2017,"41",0.074
"Djibouti","DJI",2017,"42",0.075
"Djibouti","DJI",2017,"43",0.076
"Djibouti","DJI",2017,"44",0.075
"Djibouti","DJI",2017,"45",0.075
"Djibouti","DJI",2017,"46",0.074
"Djibouti","DJI",2017,"47",0.074
"Djibouti","DJI",2017,"48",0.075
"Djibouti","DJI",2017,"49",0.077
"Djibouti","DJI",2017,"50",0.079
"Djibouti","DJI",2017,"51",0.081
"Djibouti","DJI",2017,"52",0.082
"Djibouti","DJI",2017,"53",0.083
"Djibouti","DJI",2017,"54",0.083
"Djibouti","DJI",2017,"55",0.082
"Djibouti","DJI",2017,"56",0.082
"Djibouti","DJI",2017,"57",0.082
"Djibouti","DJI",2017,"58",0.083
"Djibouti","DJI",2017,"59",0.085
"Djibouti","DJI",2017,"60",0.088
"Djibouti","DJI",2017,"61",0.091
"Djibouti","DJI",2017,"62",0.094
"Djibouti","DJI",2017,"63",0.097
"Djibouti","DJI",2017,"64",0.1
"Djibouti","DJI",2017,"65",0.104
"Djibouti","DJI",2017,"66",0.11
"Djibouti","DJI",2017,"67",0.119
"Djibouti","DJI",2017,"68",0.125
"Djibouti","DJI",2017,"69",0.128
"Djibouti","DJI",2017,"70",0.129
"Djibouti","DJI",2017,"71",0.13
"Djibouti","DJI",2017,"72",0.131
"Djibouti","DJI",2017,"73",0.131
"Djibouti","DJI",2017,"74",0.13
"Djibouti","DJI",2017,"75",0.129
"Djibouti","DJI",2017,"76",0.126
"Djibouti","DJI",2017,"77",0.124
"Djibouti","DJI",2017,"78",0.121
"Djibouti","DJI",2017,"79",0.116
"Djibouti","DJI",2017,"80",0.111
"Djibouti","DJI",2017,"81",0.104
"Djibouti","DJI",2017,"82",0.097
"Djibouti","DJI",2017,"83",0.089
"Djibouti","DJI",2017,"84",0.08
"Djibouti","DJI",2017,"85",0.071
"Djibouti","DJI",2017,"86",0.062
"Djibouti","DJI",2017,"87",0.052
"Djibouti","DJI",2017,"88",0.044
"Djibouti","DJI",2017,"89",0.036
"Djibouti","DJI",2017,"90",0.028
"Djibouti","DJI",2017,"91",0.022
"Djibouti","DJI",2017,"92",0.017
"Djibouti","DJI",2017,"93",0.012
"Djibouti","DJI",2017,"94",0.009
"Djibouti","DJI",2017,"95",0.006
"Djibouti","DJI",2017,"96",0.004
"Djibouti","DJI",2017,"97",0.003
"Djibouti","DJI",2017,"98",0.002
"Djibouti","DJI",2017,"99",0.001
"Djibouti","DJI",2017,"100",0.001
"Djibouti","DJI",2018,"0",0.991
"Djibouti","DJI",2018,"1",0.122
"Djibouti","DJI",2018,"2",0.112
"Djibouti","DJI",2018,"3",0.102
"Djibouti","DJI",2018,"4",0.093
"Djibouti","DJI",2018,"5",0.083
"Djibouti","DJI",2018,"6",0.073
"Djibouti","DJI",2018,"7",0.064
"Djibouti","DJI",2018,"8",0.056
"Djibouti","DJI",2018,"9",0.048
"Djibouti","DJI",2018,"10",0.043
"Djibouti","DJI",2018,"11",0.04
"Djibouti","DJI",2018,"12",0.039
"Djibouti","DJI",2018,"13",0.039
"Djibouti","DJI",2018,"14",0.042
"Djibouti","DJI",2018,"15",0.046
"Djibouti","DJI",2018,"16",0.05
"Djibouti","DJI",2018,"17",0.055
"Djibouti","DJI",2018,"18",0.059
"Djibouti","DJI",2018,"19",0.062
"Djibouti","DJI",2018,"20",0.064
"Djibouti","DJI",2018,"21",0.066
"Djibouti","DJI",2018,"22",0.067
"Djibouti","DJI",2018,"23",0.068
"Djibouti","DJI",2018,"24",0.068
"Djibouti","DJI",2018,"25",0.067
"Djibouti","DJI",2018,"26",0.067
"Djibouti","DJI",2018,"27",0.066
"Djibouti","DJI",2018,"28",0.066
"Djibouti","DJI",2018,"29",0.065
"Djibouti","DJI",2018,"30",0.065
"Djibouti","DJI",2018,"31",0.064
"Djibouti","DJI",2018,"32",0.064
"Djibouti","DJI",2018,"33",0.063
"Djibouti","DJI",2018,"34",0.063
"Djibouti","DJI",2018,"35",0.063
"Djibouti","DJI",2018,"36",0.064
"Djibouti","DJI",2018,"37",0.065
"Djibouti","DJI",2018,"38",0.067
"Djibouti","DJI",2018,"39",0.07
"Djibouti","DJI",2018,"40",0.072
"Djibouti","DJI",2018,"41",0.074
"Djibouti","DJI",2018,"42",0.075
"Djibouti","DJI",2018,"43",0.076
"Djibouti","DJI",2018,"44",0.076
"Djibouti","DJI",2018,"45",0.075
"Djibouti","DJI",2018,"46",0.075
"Djibouti","DJI",2018,"47",0.076
"Djibouti","DJI",2018,"48",0.077
"Djibouti","DJI",2018,"49",0.079
"Djibouti","DJI",2018,"50",0.081
"Djibouti","DJI",2018,"51",0.083
"Djibouti","DJI",2018,"52",0.085
"Djibouti","DJI",2018,"53",0.085
"Djibouti","DJI",2018,"54",0.085
"Djibouti","DJI",2018,"55",0.085
"Djibouti","DJI",2018,"56",0.084
"Djibouti","DJI",2018,"57",0.084
"Djibouti","DJI",2018,"58",0.085
"Djibouti","DJI",2018,"59",0.087
"Djibouti","DJI",2018,"60",0.09
"Djibouti","DJI",2018,"61",0.093
"Djibouti","DJI",2018,"62",0.097
"Djibouti","DJI",2018,"63",0.1
"Djibouti","DJI",2018,"64",0.102
"Djibouti","DJI",2018,"65",0.105
"Djibouti","DJI",2018,"66",0.109
"Djibouti","DJI",2018,"67",0.116
"Djibouti","DJI",2018,"68",0.124
"Djibouti","DJI",2018,"69",0.131
"Djibouti","DJI",2018,"70",0.134
"Djibouti","DJI",2018,"71",0.135
"Djibouti","DJI",2018,"72",0.136
"Djibouti","DJI",2018,"73",0.135
"Djibouti","DJI",2018,"74",0.134
"Djibouti","DJI",2018,"75",0.133
"Djibouti","DJI",2018,"76",0.13
"Djibouti","DJI",2018,"77",0.128
"Djibouti","DJI",2018,"78",0.124
"Djibouti","DJI",2018,"79",0.12
"Djibouti","DJI",2018,"80",0.115
"Djibouti","DJI",2018,"81",0.108
"Djibouti","DJI",2018,"82",0.1
"Djibouti","DJI",2018,"83",0.092
"Djibouti","DJI",2018,"84",0.083
"Djibouti","DJI",2018,"85",0.074
"Djibouti","DJI",2018,"86",0.064
"Djibouti","DJI",2018,"87",0.055
"Djibouti","DJI",2018,"88",0.046
"Djibouti","DJI",2018,"89",0.038
"Djibouti","DJI",2018,"90",0.03
"Djibouti","DJI",2018,"91",0.023
"Djibouti","DJI",2018,"92",0.018
"Djibouti","DJI",2018,"93",0.013
"Djibouti","DJI",2018,"94",0.009
"Djibouti","DJI",2018,"95",0.007
"Djibouti","DJI",2018,"96",0.004
"Djibouti","DJI",2018,"97",0.003
"Djibouti","DJI",2018,"98",0.002
"Djibouti","DJI",2018,"99",0.001
"Djibouti","DJI",2018,"100",0.001
"Djibouti","DJI",2019,"0",0.964
"Djibouti","DJI",2019,"1",0.117
"Djibouti","DJI",2019,"2",0.107
"Djibouti","DJI",2019,"3",0.098
"Djibouti","DJI",2019,"4",0.089
"Djibouti","DJI",2019,"5",0.081
"Djibouti","DJI",2019,"6",0.071
"Djibouti","DJI",2019,"7",0.062
"Djibouti","DJI",2019,"8",0.054
"Djibouti","DJI",2019,"9",0.047
"Djibouti","DJI",2019,"10",0.042
"Djibouti","DJI",2019,"11",0.038
"Djibouti","DJI",2019,"12",0.037
"Djibouti","DJI",2019,"13",0.038
"Djibouti","DJI",2019,"14",0.041
"Djibouti","DJI",2019,"15",0.045
"Djibouti","DJI",2019,"16",0.05
"Djibouti","DJI",2019,"17",0.055
"Djibouti","DJI",2019,"18",0.06
"Djibouti","DJI",2019,"19",0.063
"Djibouti","DJI",2019,"20",0.065
"Djibouti","DJI",2019,"21",0.066
"Djibouti","DJI",2019,"22",0.066
"Djibouti","DJI",2019,"23",0.067
"Djibouti","DJI",2019,"24",0.067
"Djibouti","DJI",2019,"25",0.067
"Djibouti","DJI",2019,"26",0.067
"Djibouti","DJI",2019,"27",0.067
"Djibouti","DJI",2019,"28",0.066
"Djibouti","DJI",2019,"29",0.066
"Djibouti","DJI",2019,"30",0.065
"Djibouti","DJI",2019,"31",0.065
"Djibouti","DJI",2019,"32",0.064
"Djibouti","DJI",2019,"33",0.063
"Djibouti","DJI",2019,"34",0.063
"Djibouti","DJI",2019,"35",0.063
"Djibouti","DJI",2019,"36",0.064
"Djibouti","DJI",2019,"37",0.065
"Djibouti","DJI",2019,"38",0.067
"Djibouti","DJI",2019,"39",0.069
"Djibouti","DJI",2019,"40",0.072
"Djibouti","DJI",2019,"41",0.074
"Djibouti","DJI",2019,"42",0.076
"Djibouti","DJI",2019,"43",0.077
"Djibouti","DJI",2019,"44",0.077
"Djibouti","DJI",2019,"45",0.077
"Djibouti","DJI",2019,"46",0.077
"Djibouti","DJI",2019,"47",0.077
"Djibouti","DJI",2019,"48",0.079
"Djibouti","DJI",2019,"49",0.081
"Djibouti","DJI",2019,"50",0.084
"Djibouti","DJI",2019,"51",0.086
"Djibouti","DJI",2019,"52",0.088
"Djibouti","DJI",2019,"53",0.088
"Djibouti","DJI",2019,"54",0.088
"Djibouti","DJI",2019,"55",0.088
"Djibouti","DJI",2019,"56",0.087
"Djibouti","DJI",2019,"57",0.087
"Djibouti","DJI",2019,"58",0.088
"Djibouti","DJI",2019,"59",0.09
"Djibouti","DJI",2019,"60",0.093
"Djibouti","DJI",2019,"61",0.097
"Djibouti","DJI",2019,"62",0.1
"Djibouti","DJI",2019,"63",0.103
"Djibouti","DJI",2019,"64",0.106
"Djibouti","DJI",2019,"65",0.108
"Djibouti","DJI",2019,"66",0.111
"Djibouti","DJI",2019,"67",0.115
"Djibouti","DJI",2019,"68",0.122
"Djibouti","DJI",2019,"69",0.131
"Djibouti","DJI",2019,"70",0.138
"Djibouti","DJI",2019,"71",0.14
"Djibouti","DJI",2019,"72",0.141
"Djibouti","DJI",2019,"73",0.141
"Djibouti","DJI",2019,"74",0.14
"Djibouti","DJI",2019,"75",0.138
"Djibouti","DJI",2019,"76",0.136
"Djibouti","DJI",2019,"77",0.133
"Djibouti","DJI",2019,"78",0.129
"Djibouti","DJI",2019,"79",0.125
"Djibouti","DJI",2019,"80",0.119
"Djibouti","DJI",2019,"81",0.113
"Djibouti","DJI",2019,"82",0.105
"Djibouti","DJI",2019,"83",0.096
"Djibouti","DJI",2019,"84",0.086
"Djibouti","DJI",2019,"85",0.077
"Djibouti","DJI",2019,"86",0.067
"Djibouti","DJI",2019,"87",0.058
"Djibouti","DJI",2019,"88",0.048
"Djibouti","DJI",2019,"89",0.04
"Djibouti","DJI",2019,"90",0.032
"Djibouti","DJI",2019,"91",0.025
"Djibouti","DJI",2019,"92",0.019
"Djibouti","DJI",2019,"93",0.014
"Djibouti","DJI",2019,"94",0.01
"Djibouti","DJI",2019,"95",0.007
"Djibouti","DJI",2019,"96",0.005
"Djibouti","DJI",2019,"97",0.003
"Djibouti","DJI",2019,"98",0.002
"Djibouti","DJI",2019,"99",0.001
"Djibouti","DJI",2019,"100",0.001
"Djibouti","DJI",2020,"0",0.937
"Djibouti","DJI",2020,"1",0.111
"Djibouti","DJI",2020,"2",0.101
"Djibouti","DJI",2020,"3",0.093
"Djibouti","DJI",2020,"4",0.085
"Djibouti","DJI",2020,"5",0.077
"Djibouti","DJI",2020,"6",0.068
"Djibouti","DJI",2020,"7",0.06
"Djibouti","DJI",2020,"8",0.052
"Djibouti","DJI",2020,"9",0.045
"Djibouti","DJI",2020,"10",0.04
"Djibouti","DJI",2020,"11",0.037
"Djibouti","DJI",2020,"12",0.036
"Djibouti","DJI",2020,"13",0.036
"Djibouti","DJI",2020,"14",0.039
"Djibouti","DJI",2020,"15",0.043
"Djibouti","DJI",2020,"16",0.049
"Djibouti","DJI",2020,"17",0.055
"Djibouti","DJI",2020,"18",0.06
"Djibouti","DJI",2020,"19",0.063
"Djibouti","DJI",2020,"20",0.065
"Djibouti","DJI",2020,"21",0.066
"Djibouti","DJI",2020,"22",0.066
"Djibouti","DJI",2020,"23",0.065
"Djibouti","DJI",2020,"24",0.064
"Djibouti","DJI",2020,"25",0.062
"Djibouti","DJI",2020,"26",0.06
"Djibouti","DJI",2020,"27",0.06
"Djibouti","DJI",2020,"28",0.06
"Djibouti","DJI",2020,"29",0.06
"Djibouti","DJI",2020,"30",0.06
"Djibouti","DJI",2020,"31",0.06
"Djibouti","DJI",2020,"32",0.06
"Djibouti","DJI",2020,"33",0.06
"Djibouti","DJI",2020,"34",0.06
"Djibouti","DJI",2020,"35",0.06
"Djibouti","DJI",2020,"36",0.061
"Djibouti","DJI",2020,"37",0.063
"Djibouti","DJI",2020,"38",0.065
"Djibouti","DJI",2020,"39",0.068
"Djibouti","DJI",2020,"40",0.072
"Djibouti","DJI",2020,"41",0.075
"Djibouti","DJI",2020,"42",0.077
"Djibouti","DJI",2020,"43",0.079
"Djibouti","DJI",2020,"44",0.08
"Djibouti","DJI",2020,"45",0.081
"Djibouti","DJI",2020,"46",0.082
"Djibouti","DJI",2020,"47",0.083
"Djibouti","DJI",2020,"48",0.085
"Djibouti","DJI",2020,"49",0.089
"Djibouti","DJI",2020,"50",0.092
"Djibouti","DJI",2020,"51",0.095
"Djibouti","DJI",2020,"52",0.097
"Djibouti","DJI",2020,"53",0.099
"Djibouti","DJI",2020,"54",0.099
"Djibouti","DJI",2020,"55",0.099
"Djibouti","DJI",2020,"56",0.098
"Djibouti","DJI",2020,"57",0.099
"Djibouti","DJI",2020,"58",0.101
"Djibouti","DJI",2020,"59",0.103
"Djibouti","DJI",2020,"60",0.107
"Djibouti","DJI",2020,"61",0.111
"Djibouti","DJI",2020,"62",0.115
"Djibouti","DJI",2020,"63",0.119
"Djibouti","DJI",2020,"64",0.122
"Djibouti","DJI",2020,"65",0.124
"Djibouti","DJI",2020,"66",0.127
"Djibouti","DJI",2020,"67",0.129
"Djibouti","DJI",2020,"68",0.134
"Djibouti","DJI",2020,"69",0.142
"Djibouti","DJI",2020,"70",0.152
"Djibouti","DJI",2020,"71",0.159
"Djibouti","DJI",2020,"72",0.16
"Djibouti","DJI",2020,"73",0.159
"Djibouti","DJI",2020,"74",0.157
"Djibouti","DJI",2020,"75",0.153
"Djibouti","DJI",2020,"76",0.15
"Djibouti","DJI",2020,"77",0.145
"Djibouti","DJI",2020,"78",0.14
"Djibouti","DJI",2020,"79",0.134
"Djibouti","DJI",2020,"80",0.127
"Djibouti","DJI",2020,"81",0.12
"Djibouti","DJI",2020,"82",0.111
"Djibouti","DJI",2020,"83",0.103
"Djibouti","DJI",2020,"84",0.094
"Djibouti","DJI",2020,"85",0.086
"Djibouti","DJI",2020,"86",0.076
"Djibouti","DJI",2020,"87",0.066
"Djibouti","DJI",2020,"88",0.056
"Djibouti","DJI",2020,"89",0.046
"Djibouti","DJI",2020,"90",0.037
"Djibouti","DJI",2020,"91",0.029
"Djibouti","DJI",2020,"92",0.022
"Djibouti","DJI",2020,"93",0.016
"Djibouti","DJI",2020,"94",0.012
"Djibouti","DJI",2020,"95",0.008
"Djibouti","DJI",2020,"96",0.006
"Djibouti","DJI",2020,"97",0.004
"Djibouti","DJI",2020,"98",0.002
"Djibouti","DJI",2020,"99",0.001
"Djibouti","DJI",2020,"100",0.002
"Djibouti","DJI",2021,"0",0.912
"Djibouti","DJI",2021,"1",0.104
"Djibouti","DJI",2021,"2",0.096
"Djibouti","DJI",2021,"3",0.088
"Djibouti","DJI",2021,"4",0.081
"Djibouti","DJI",2021,"5",0.073
"Djibouti","DJI",2021,"6",0.065
"Djibouti","DJI",2021,"7",0.057
"Djibouti","DJI",2021,"8",0.05
"Djibouti","DJI",2021,"9",0.043
"Djibouti","DJI",2021,"10",0.038
"Djibouti","DJI",2021,"11",0.035
"Djibouti","DJI",2021,"12",0.034
"Djibouti","DJI",2021,"13",0.035
"Djibouti","DJI",2021,"14",0.037
"Djibouti","DJI",2021,"15",0.042
"Djibouti","DJI",2021,"16",0.047
"Djibouti","DJI",2021,"17",0.054
"Djibouti","DJI",2021,"18",0.059
"Djibouti","DJI",2021,"19",0.064
"Djibouti","DJI",2021,"20",0.066
"Djibouti","DJI",2021,"21",0.067
"Djibouti","DJI",2021,"22",0.067
"Djibouti","DJI",2021,"23",0.066
"Djibouti","DJI",2021,"24",0.066
"Djibouti","DJI",2021,"25",0.066
"Djibouti","DJI",2021,"26",0.067
"Djibouti","DJI",2021,"27",0.068
"Djibouti","DJI",2021,"28",0.068
"Djibouti","DJI",2021,"29",0.068
"Djibouti","DJI",2021,"30",0.069
"Djibouti","DJI",2021,"31",0.068
"Djibouti","DJI",2021,"32",0.068
"Djibouti","DJI",2021,"33",0.068
"Djibouti","DJI",2021,"34",0.068
"Djibouti","DJI",2021,"35",0.068
"Djibouti","DJI",2021,"36",0.069
"Djibouti","DJI",2021,"37",0.071
"Djibouti","DJI",2021,"38",0.074
"Djibouti","DJI",2021,"39",0.077
"Djibouti","DJI",2021,"40",0.081
"Djibouti","DJI",2021,"41",0.085
"Djibouti","DJI",2021,"42",0.088
"Djibouti","DJI",2021,"43",0.09
"Djibouti","DJI",2021,"44",0.091
"Djibouti","DJI",2021,"45",0.092
"Djibouti","DJI",2021,"46",0.094
"Djibouti","DJI",2021,"47",0.096
"Djibouti","DJI",2021,"48",0.098
"Djibouti","DJI",2021,"49",0.102
"Djibouti","DJI",2021,"50",0.106
"Djibouti","DJI",2021,"51",0.109
"Djibouti","DJI",2021,"52",0.111
"Djibouti","DJI",2021,"53",0.112
"Djibouti","DJI",2021,"54",0.111
"Djibouti","DJI",2021,"55",0.11
"Djibouti","DJI",2021,"56",0.109
"Djibouti","DJI",2021,"57",0.109
"Djibouti","DJI",2021,"58",0.11
